dataset,seed_1,seed_1_auc,seed_1_mrr,seed_1_ndcg5,seed_1_ndcg10,seed_2,seed_2_auc,seed_2_mrr,seed_2_ndcg5,seed_2_ndcg10,delta_auc,abs_delta_auc
ebnerd,42,0.5807,0.3677,0.4007,0.4826,123,0.5568,0.3511,0.3748,0.4593,-0.0239,0.0239
